trade_id,strategy,symbol,side,entry_time,exit_time,entry_price,exit_price,notional,pnl_usd,pnl_pct,outcome,hold_minutes,split,fees_usd
1,pf0-short,SUIUSDT,short,2024-12-09T19:00:00Z,2024-12-09T20:39:00Z,4.035100,3.914047,5000.00,144.50,2.8900,tp,99,disc,5.50
2,pf0-short,SUIUSDT,short,2024-12-10T02:00:00Z,2024-12-10T03:23:00Z,3.686900,3.576293,5000.00,144.50,2.8900,tp,83,disc,5.50
3,pf0-short,SUIUSDT,short,2024-12-19T06:00:00Z,2024-12-19T14:35:00Z,4.374200,4.592910,5000.00,-255.50,-5.1100,stop,515,disc,5.50
4,pf0-short,SUIUSDT,short,2024-12-19T14:00:00Z,2024-12-19T17:19:00Z,4.426900,4.294093,5000.00,144.50,2.8900,tp,199,disc,5.50
5,pf0-short,SUIUSDT,short,2024-12-27T12:00:00Z,2024-12-27T14:39:00Z,4.330200,4.200294,5000.00,144.50,2.8900,tp,159,disc,5.50
6,pf0-short,SUIUSDT,short,2024-12-27T20:00:00Z,2024-12-28T01:24:00Z,4.152400,4.027828,5000.00,144.50,2.8900,tp,324,disc,5.50
7,pf0-short,SUIUSDT,short,2025-01-09T19:00:00Z,2025-01-10T05:40:00Z,4.672100,4.905705,5000.00,-255.50,-5.1100,stop,640,disc,5.50
8,pf0-short,SUIUSDT,short,2025-01-14T01:00:00Z,2025-01-14T14:00:00Z,4.661800,4.623500,5000.00,35.58,0.7116,flat,780,disc,5.50
9,pf0-short,SUIUSDT,short,2025-01-14T12:00:00Z,2025-01-15T01:00:00Z,4.552200,4.540600,5000.00,7.24,0.1448,flat,780,disc,5.50
10,pf0-short,SUIUSDT,short,2025-01-21T01:00:00Z,2025-01-21T14:00:00Z,4.311700,4.469500,5000.00,-188.49,-3.7698,flat,780,disc,5.50
11,pf0-short,SUIUSDT,short,2025-02-02T22:00:00Z,2025-02-02T23:26:00Z,3.278000,3.179660,5000.00,144.50,2.8900,tp,86,disc,5.50
12,pf0-short,SUIUSDT,short,2025-02-03T10:00:00Z,2025-02-03T13:01:00Z,3.192800,3.097016,5000.00,144.50,2.8900,tp,181,disc,5.50
13,pf0-short,SUIUSDT,short,2025-02-06T09:00:00Z,2025-02-06T13:18:00Z,3.459900,3.356103,5000.00,144.50,2.8900,tp,258,disc,5.50
14,pf0-short,SUIUSDT,short,2025-02-06T23:00:00Z,2025-02-07T12:00:00Z,3.133900,3.225400,5000.00,-151.48,-3.0297,flat,780,disc,5.50
15,pf0-short,SUIUSDT,short,2025-02-07T04:00:00Z,2025-02-07T06:35:00Z,3.186700,3.091099,5000.00,144.50,2.8900,tp,155,disc,5.50
16,pf0-short,SUIUSDT,short,2025-02-09T23:00:00Z,2025-02-10T02:22:00Z,2.993400,2.903598,5000.00,144.50,2.8900,tp,202,disc,5.50
17,pf0-short,SUIUSDT,short,2025-02-24T08:00:00Z,2025-02-24T14:22:00Z,3.254200,3.156574,5000.00,144.50,2.8900,tp,382,disc,5.50
18,pf0-short,SUIUSDT,short,2025-02-25T03:00:00Z,2025-02-25T07:02:00Z,2.825400,2.740638,5000.00,144.50,2.8900,tp,242,disc,5.50
